title,company,location,salary_min,salary_max,description,role_category
Java Developer,Indium Software,"Chennai, Tamil Nadu",600000.0,1500000.0,"Job Description 4 years Java developer. Very Strong Java Coding skills. API and Microservices experience Skills:- J2EE, Spring Boot and Hibernate (Java)",java developer
Java Developer,e-Zest Solutions,"Pune, Maharashtra",0.0,2000000.0,"Hiring for Java Developer. Skills- java , core java, J2EE, jee, spring, REST, Tomcat Interested candidates can apply for the same Skills:- Java, J2EE, Struts, Spring, Hibernate (Java) and EJB",java developer
Java Developer,the Schnell Apps,India,1000000.0,2000000.0,"Java Developer Job Description We are looking for a Java developer responsible for building Java applications. Responsibilities Design, build and maintain efficient, reusable, and reliable Java code Identify bottlenecks and bugs, and devise solutions to these problems Help maintain code quality, organization, and automatization. Skill Set: Proficient in Java, with a good knowledge of its ecosystems Java, Rest API integration, JSON, XML, Oracle, Microservices, Agile Scrum. Experience in developi…",java developer
Java Developer,Digixhub,India,500000.0,1500000.0,"We are looking for a Java/Full stack Developer with experience in building high-performing, scalable, enterprise-grade applications. You will be part of a talented software team that works on mission-critical applications. Java developer roles and responsibilities include managing Java application development while providing expertise in the full software development lifecycle, from concept and design to testing. Java developer responsibilities include designing, developing and delivering high-…",java developer
Java Developer,Exaze,"Golconda, Hyderabad",,,"About Exaze: At Exaze, we’re passionate about growing teams of dreamers, innovators, and driven achievers who want to push the boundaries of the software industry. As an organization that values curiosity, ownership, and collaboration, we offer an environment where you can expand your horizons and make an impact. If you thrive on solving challenging problems, working closely with talented peers, and delivering high-quality solutions, we want to hear from you. Job Title: Java Developer Location:…",java developer
Java Developer,Whitefield Careers,"Bangalore, Karnataka",1400000.0,2200000.0,"Job Description – Java Developer Experience: 5 Years Location: Bangalore (Hybrid) About the Role We are looking for a highly skilled and passionate Java Developer with strong backend development expertise and exposure to cloud-based enterprise applications. The ideal candidate should possess hands-on experience in Java/J2EE technologies, modern software architecture, CI/CD practices, and Agile methodologies. The candidate will be responsible for designing, developing, and maintaining scalable, …",java developer
Java Developer,Career One Stop,"Hyderabad, Telangana",600000.0,1800000.0,"Job Description We are seeking a talented and experienced Java SpringBoot Microservices Developer to join our dynamic development team. As a Java SpringBoot Microservices Developer, you will be responsible for designing, developing, and maintaining scalable and high-performance microservices-based applications using Java and SpringBoot frameworks. Responsibilities: ● Collaborate with cross-functional teams to gather and analyze requirements for the development of microservices applications. ● D…",java developer
Java Developer,Humancloud Technology Pvt Ltd,"Pune, Maharashtra",100000.0,1500000.0,"Job Description : Java Developer We are looking for an experienced Java Developer who will work closely with the technical lead to identify and establish best practices in the company. Requirements & Responsibilities : ● Design and develop features using Core Java, Spring Boot, and Hibernate ● Ability to design database schema, develop views and stored procedures ● Participate in user story grooming, design discussions and proposal of solutions ● Maintain existing software systems by identifyin…",java developer
Java Developer,Deqode,"Delhi, India",400000.0,1500000.0,"Job Description : We are looking for a Senior Java Developer with strong expertise in Apache Kafka and backend systems. The ideal candidate will have hands-on experience in Java (8/11), Spring Boot , and building scalable, real-time data pipelines using Kafka . Key Responsibilities : Develop and maintain backend services using Java and Spring Boot Design and implement Kafka-based messaging and streaming solutions Optimize Kafka performance (topics, partitions, consumers) Collaborate with cross-…",java developer
Java Developer,Maxify Digital Pvt Ltd,India,900000.0,1400000.0,"Java Developer - Microservices ( 4 Yrs) - Mumbai & Gurgaon Java Developer - Angular ( 3 Yrs) - Mumbai & Gurgaon Must have 4 years of experience in Enterprise Java 8 and above  Strong in Core Java (Collections, Threads, Regular Expressions, concurrency, Lambdas, Reactive, Exception handling).  Strong experience in microservices and event driven processing systems.  Experience with architecting and implementing apps using Spring Boot, Spring Cloud including Spring MVC, Spring Boot, Spring JDBC…",java developer
Java Developer,BirajTech Services,"Ahmedabad, Gujarat",,,"Overview We are looking for a skilled Java Developer with strong backend development experience. You will work on designing, building, and maintaining our product’s core backend services while collaborating with cross-functional teams to deliver reliable and scalable features. Responsibilities Develop and maintain backend applications using Java (Java 8). Build RESTful APIs and work with Spring Boot & microservices architecture. Integrate third-party APIs and ensure smooth data communication. W…",java developer
